Tree ID;Species Name;Carbon Storage (lb);% of Total
27070;Lombardy poplar;214,1;0,0
27072;Littleleaf linden;45,3;0,0
27073;Littleleaf linden;45,3;0,0
27074;Littleleaf linden;232,5;0,0
27075;Basswood spp;216,8;0,0
27076;Basswood spp;216,8;0,0
27077;Basswood spp;216,8;0,0
27078;Basswood spp;216,8;0,0
27079;Basswood spp;216,8;0,0
27080;Honeylocust;263,7;0,0
27081;Basswood spp;216,8;0,0
27082;Basswood spp;216,8;0,0
27083;Basswood spp;216,8;0,0
27084;Basswood spp;216,8;0,0
27085;Honeylocust;263,7;0,0
27086;Honeylocust;263,7;0,0
27087;Honeylocust;263,7;0,0
27088;Honeylocust;51,6;0,0
27089;Honeylocust;263,7;0,0
27092;Honeylocust;263,7;0,0
27093;Honeylocust;263,7;0,0
27094;Honeylocust;263,7;0,0
27095;Honeylocust;263,7;0,0
27096;Northern red oak;53,5;0,0
27097;Lombardy poplar;760,5;0,0
27098;Lombardy poplar;760,5;0,0
27099;Basswood spp;42,3;0,0
27100;Basswood spp;216,8;0,0
27104;Littleleaf linden;3,4;0,0
27110;Littleleaf linden;3,4;0,0
27114;Italian stone pine;1.182,0;0,0
27115;Italian stone pine;1.182,0;0,0
27116;Italian stone pine;1.182,0;0,0
27117;Paper mulberry;2,5;0,0
27120;Paper mulberry;190,3;0,0
27121;Paper mulberry;190,3;0,0
27123;Paper mulberry;190,3;0,0
27128;Paper mulberry;35,7;0,0
27132;Sycamore spp;159,4;0,0
27133;Sycamore spp;159,4;0,0
27134;Sycamore spp;159,4;0,0
27135;Sycamore spp;560,8;0,0
27136;Sycamore spp;159,4;0,0
27137;Lombardy poplar;214,1;0,0
27138;Sycamore spp;560,8;0,0
27140;Paper mulberry;190,3;0,0
27142;Paper mulberry;190,3;0,0
27144;Horse chestnut;2.321,2;0,0
27151;Cedar of lebanon;4.063,3;0,0
27158;English yew;232,0;0,0
27162;Paper mulberry;190,3;0,0
27165;Paper mulberry;190,3;0,0
27166;Mulberry spp;341,2;0,0
27170;Sycamore maple;4,1;0,0
27171;Horse chestnut;4.319,9;0,0
27174;Littleleaf linden;232,5;0,0
27175;Littleleaf linden;232,5;0,0
27176;Littleleaf linden;232,5;0,0
27177;Littleleaf linden;232,5;0,0
27180;Lombardy poplar;214,1;0,0
27188;European hackberry;24,2;0,0
27189;European hackberry;24,2;0,0
27190;European hackberry;24,2;0,0
27191;European hackberry;24,2;0,0
27192;European hackberry;24,2;0,0
27193;European hackberry;24,2;0,0
27194;European hackberry;79,5;0,0
27197;Lombardy poplar;760,5;0,0
27201;Basswood spp;216,8;0,0
27202;Basswood spp;216,8;0,0
27206;Northern red oak;53,5;0,0
27207;Littleleaf linden;45,3;0,0
27214;Lombardy poplar;1.753,4;0,0
27224;European hackberry;3,7;0,0
27225;European hackberry;3,7;0,0
27227;European hackberry;24,2;0,0
27228;European hackberry;24,2;0,0
27229;European hackberry;24,2;0,0
27230;European hackberry;24,2;0,0
27231;European hackberry;79,5;0,0
27232;Elm spp;265,1;0,0
27233;Elm spp;3.696,8;0,0
27234;Basswood spp;42,3;0,0
27237;Ash spp;39,1;0,0
27238;Ash spp;42,8;0,0
27239;Basswood spp;216,8;0,0
27242;European hackberry;190,6;0,0
27243;European hackberry;79,5;0,0
27245;English oak;94,2;0,0
27246;English oak;362,3;0,0
27247;Populus canescens;1.753,4;0,0
27248;Populus canescens;214,1;0,0
27250;Populus canescens;760,5;0,0
27251;Necklacepod spp;55,1;0,0
27252;Necklacepod spp;55,1;0,0
27253;English oak;362,3;0,0
27254;Necklacepod spp;281,3;0,0
27255;Populus canescens;1.753,4;0,0
27256;Populus canescens;214,1;0,0
27257;Basswood spp;42,3;0,0
27258;Necklacepod spp;281,3;0,0
27260;Necklacepod spp;55,1;0,0
27261;Necklacepod spp;281,3;0,0
27262;Populus canescens;1.753,4;0,0
27263;Necklacepod spp;281,3;0,0
27264;English oak;94,2;0,0
27268;Populus canescens;1.753,4;0,0
27269;Necklacepod spp;281,3;0,0
27270;Ash spp;205,0;0,0
27272;European hackberry;79,5;0,0
27273;Necklacepod spp;971,2;0,0
27274;Necklacepod spp;55,1;0,0
27276;Basswood spp;42,3;0,0
27277;Necklacepod spp;971,2;0,0
27278;Necklacepod spp;281,3;0,0
27279;Necklacepod spp;281,3;0,0
27281;Necklacepod spp;55,1;0,0
27282;Necklacepod spp;281,3;0,0
27283;Necklacepod spp;281,3;0,0
27284;Lombardy poplar;38,4;0,0
27285;Necklacepod spp;55,1;0,0
27286;Necklacepod spp;55,1;0,0
27287;European hackberry;24,2;0,0
27288;Black locust;294,5;0,0
27290;Necklacepod spp;55,1;0,0
27291;Necklacepod spp;55,1;0,0
27292;Necklacepod spp;281,3;0,0
27293;Necklacepod spp;281,3;0,0
27297;Ash spp;42,8;0,0
27298;European hackberry;24,2;0,0
27301;Ash spp;42,8;0,0
27302;Basswood spp;42,3;0,0
27304;European hackberry;79,5;0,0
27305;Ash spp;42,8;0,0
27306;Sycamore spp;159,4;0,0
27307;Sycamore spp;29,7;0,0
27308;Sycamore spp;29,7;0,0
27309;Sycamore spp;29,7;0,0
27310;Sycamore spp;159,4;0,0
27311;Basswood spp;216,8;0,0
27312;Basswood spp;216,8;0,0
27313;Basswood spp;216,8;0,0
27314;Basswood spp;216,8;0,0
27316;European hackberry;24,2;0,0
27317;Basswood spp;42,3;0,0
27318;Basswood spp;216,8;0,0
27320;Basswood spp;42,3;0,0
27321;Basswood spp;42,3;0,0
27322;Boxelder;46,2;0,0
27323;Boxelder;219,6;0,0
27324;Boxelder;46,2;0,0
27325;Boxelder;46,2;0,0
27326;Sycamore spp;159,4;0,0
27327;Boxelder;219,6;0,0
27328;Boxelder;46,2;0,0
27330;Boxelder;46,2;0,0
27331;Boxelder;46,2;0,0
27333;Horse chestnut;281,8;0,0
27334;Horse chestnut;53,3;0,0
27339;European hackberry;79,5;0,0
27341;Hedge maple;271,9;0,0
27354;European hackberry;339,2;0,0
27355;European hackberry;79,5;0,0
27356;Basswood spp;42,3;0,0
27357;European hackberry;339,2;0,0
27358;European hackberry;79,5;0,0
27361;European hackberry;79,5;0,0
27362;European hackberry;79,5;0,0
27363;Basswood spp;42,3;0,0
27364;Basswood spp;42,3;0,0
27369;European hackberry;79,5;0,0
27370;Basswood spp;42,3;0,0
27375;Basswood spp;216,8;0,0
27377;European hackberry;79,5;0,0
27379;Basswood spp;42,3;0,0
27380;European hackberry;79,5;0,0
27381;Necklacepod spp;55,1;0,0
27384;Littleleaf linden;232,5;0,0
27385;European hackberry;79,5;0,0
27388;European hackberry;79,5;0,0
27390;Littleleaf linden;232,5;0,0
27391;European hackberry;79,5;0,0
27393;Littleleaf linden;232,5;0,0
27394;Flowering ash;42,8;0,0
27396;Sycamore spp;29,7;0,0
27397;Basswood spp;216,8;0,0
27399;Necklacepod spp;971,2;0,0
27401;European hackberry;79,5;0,0
27406;Necklacepod spp;281,3;0,0
27407;Basswood spp;216,8;0,0
27409;European hackberry;79,5;0,0
27410;European hackberry;79,5;0,0
27413;Basswood spp;216,8;0,0
27414;European hackberry;79,5;0,0
27416;Necklacepod spp;281,3;0,0
27417;European hackberry;79,5;0,0
27418;Basswood spp;216,8;0,0
27419;Basswood spp;216,8;0,0
27421;European hackberry;79,5;0,0
27425;European hackberry;79,5;0,0
27426;Necklacepod spp;281,3;0,0
27427;European hackberry;79,5;0,0
27429;European hackberry;79,5;0,0
27432;Necklacepod spp;281,3;0,0
27433;European hackberry;79,5;0,0
27434;European hackberry;79,5;0,0
27435;Necklacepod spp;55,1;0,0
27436;Basswood spp;42,3;0,0
27438;Sycamore spp;29,7;0,0
27439;European hackberry;79,5;0,0
27441;Lombardy poplar;760,5;0,0
27442;Lombardy poplar;214,1;0,0
27443;Basswood spp;42,3;0,0
27444;Basswood spp;42,3;0,0
27445;Necklacepod spp;55,1;0,0
27446;European hackberry;79,5;0,0
27447;Necklacepod spp;281,3;0,0
27448;European hackberry;79,5;0,0
27454;Sycamore spp;29,7;0,0
27455;Sycamore spp;29,7;0,0
27456;Sycamore spp;29,7;0,0
27457;Basswood spp;216,8;0,0
27461;Littleleaf linden;232,5;0,0
27462;Littleleaf linden;232,5;0,0
27463;Littleleaf linden;45,3;0,0
27464;Littleleaf linden;45,3;0,0
27465;Littleleaf linden;232,5;0,0
27466;Sycamore spp;29,7;0,0
27467;Sycamore spp;159,4;0,0
27468;Sycamore spp;159,4;0,0
27470;Sycamore spp;159,4;0,0
27471;Atlas cedar;279,2;0,0
27472;European turkey oak;445,0;0,0
27475;Sycamore spp;29,7;0,0
27476;Sycamore maple;266,7;0,0
27477;Black locust;294,5;0,0
27480;European hackberry;79,5;0,0
27481;European hackberry;79,5;0,0
27482;European hackberry;24,2;0,0
27483;European hackberry;79,5;0,0
27486;Black locust;4.342,8;0,0
27489;Basswood spp;723,0;0,0
27496;Sycamore spp;29,7;0,0
27497;Sycamore spp;159,4;0,0
27500;Sycamore spp;159,4;0,0
27501;Sycamore spp;159,4;0,0
27502;Sycamore spp;159,4;0,0
27513;European hackberry;79,5;0,0
27514;European hackberry;339,2;0,0
27515;European hackberry;190,6;0,0
27516;European hackberry;24,2;0,0
27518;European hackberry;24,2;0,0
27519;European hackberry;24,2;0,0
27520;European hackberry;24,2;0,0
27528;Atlas cedar;279,2;0,0
27530;Atlas cedar;1.613,9;0,0
27531;Atlas cedar;798,8;0,0
27532;Arizona cypress;369,6;0,0
27533;Deodar cedar;1.613,9;0,0
27534;Deodar cedar;1.613,9;0,0
27538;Deodar cedar;2.583,2;0,0
27539;Austrian pine;140,2;0,0
27540;Austrian pine;134,5;0,0
27541;Austrian pine;134,5;0,0
27546;Basswood spp;216,8;0,0
27547;Basswood spp;216,8;0,0
27550;Lombardy poplar;760,5;0,0
27552;Austrian pine;134,5;0,0
27554;Austrian pine;134,5;0,0
27555;Austrian pine;128,8;0,0
27556;Austrian pine;128,8;0,0
27558;Austrian pine;25,8;0,0
27559;European hackberry;735,6;0,0
27560;Austrian pine;140,2;0,0
27561;Sycamore spp;159,4;0,0
27564;European hackberry;79,5;0,0
27565;European hackberry;190,6;0,0
27566;Austrian pine;27,7;0,0
27567;European hackberry;521,6;0,0
27568;European hackberry;190,6;0,0
27572;European hackberry;521,6;0,0
27573;European hackberry;339,2;0,0
27574;Bigleaf linden;232,5;0,0
27575;European hackberry;24,2;0,0
27578;Austrian pine;134,5;0,0
27579;Sycamore spp;159,4;0,0
27581;European hackberry;339,2;0,0
27583;Austrian pine;27,7;0,0
27584;Deodar cedar;2.651,3;0,0
27586;Arizona cypress;2.029,9;0,0
27588;Sycamore spp;159,4;0,0
27589;Sycamore spp;29,7;0,0
27591;Boxelder;219,6;0,0
27592;Sycamore spp;560,8;0,0
27594;Sycamore spp;159,4;0,0
27600;Horse chestnut;281,8;0,0
27601;Common fig;3,6;0,0
27602;Deodar cedar;1.613,9;0,0
27603;Sycamore spp;159,4;0,0
27604;Deodar cedar;786,4;0,0
27605;Arizona cypress;1.024,9;0,0
27606;Deodar cedar;786,4;0,0
27609;Deodar cedar;786,4;0,0
27610;Arizona cypress;369,6;0,0
27615;Black poplar;740,5;0,0
27616;European hackberry;190,6;0,0
27617;European hackberry;339,2;0,0
27618;European hackberry;79,5;0,0
27622;Lombardy poplar;5.389,2;0,0
27630;Lombardy poplar;3.272,5;0,0
27631;Lombardy poplar;3.272,5;0,0
27635;Silver linden;34,5;0,0
27636;Black mulberry;341,2;0,0
27637;Black mulberry;341,2;0,0
27638;Black mulberry;63,9;0,0
27639;Black mulberry;63,9;0,0
27640;Black mulberry;63,9;0,0
27641;Black mulberry;341,2;0,0
27643;Black mulberry;63,9;0,0
27644;Mulberry spp;63,9;0,0
27645;Mulberry spp;341,2;0,0
27646;Mulberry spp;341,2;0,0
27647;Mulberry spp;341,2;0,0
27648;Mulberry spp;341,2;0,0
27649;Mulberry spp;341,2;0,0
27650;Mulberry spp;341,2;0,0
27652;English oak;94,2;0,0
27653;Hop hornbeam;3,0;0,0
27667;Lombardy poplar;760,5;0,0
27680;Sweet cherry;4,5;0,0
27683;Hedge maple;4,1;0,0
27686;Hedge maple;4,1;0,0
27689;Hedge maple;52,1;0,0
27696;Austrian pine;134,5;0,0
27697;Austrian pine;438,7;0,0
27702;Boxelder;219,6;0,0
27705;Tree of heaven;4.492,7;0,0
27712;Littleleaf linden;232,5;0,0
27713;Bigleaf linden;232,5;0,0
27714;Littleleaf linden;232,5;0,0
27715;Bigleaf linden;232,5;0,0
27717;Bigleaf linden;232,5;0,0
27718;Red Cedar spp;5,7;0,0
27721;Bigleaf linden;232,5;0,0
27722;Bigleaf linden;232,5;0,0
27723;Deodar cedar;1.613,9;0,0
27724;Deodar cedar;1.613,9;0,0
27725;Atlas cedar;2.583,2;0,0
27726;Deodar cedar;279,2;0,0
27727;Deodar cedar;2.694,1;0,0
27728;Deodar cedar;1.542,5;0,0
27729;Deodar cedar;279,2;0,0
27731;Deodar cedar;1.613,9;0,0
27732;Deodar cedar;1.613,9;0,0
27733;Deodar cedar;284,8;0,0
27734;Deodar cedar;1.542,5;0,0
27735;Deodar cedar;1.613,9;0,0
27737;Deodar cedar;284,8;0,0
27738;Deodar cedar;284,8;0,0
27739;Cedar spp;1.542,5;0,0
27740;Deodar cedar;293,6;0,0
27742;Atlas cedar;2.694,1;0,0
27744;Honeylocust;263,7;0,0
27746;Sycamore spp;159,4;0,0
27748;Sycamore spp;159,4;0,0
27749;European hackberry;79,5;0,0
27750;European hackberry;79,5;0,0
27751;Bigleaf linden;232,5;0,0
27752;Bigleaf linden;232,5;0,0
27753;Littleleaf linden;232,5;0,0
27754;Bigleaf linden;232,5;0,0
27755;Bigleaf linden;232,5;0,0
27756;Bigleaf linden;232,5;0,0
27757;Bigleaf linden;232,5;0,0
27759;European hackberry;3,7;0,0
27760;Common plum;5,3;0,0
27767;Holly oak;6,9;0,0
27769;Bigleaf linden;232,5;0,0
27772;European hackberry;79,5;0,0
27775;Bigleaf linden;232,5;0,0
27776;Horse chestnut;4,0;0,0
27777;European hackberry;79,5;0,0
27780;Necklacepod spp;281,3;0,0
27784;Tree of heaven;293,1;0,0
27785;Tree of heaven;55,4;0,0
27786;Tree of heaven;293,1;0,0
27791;European hackberry;79,5;0,0
27794;Bigleaf linden;45,3;0,0
27797;Bigleaf linden;232,5;0,0
27798;Bigleaf linden;45,3;0,0
27799;Bigleaf linden;232,5;0,0
27800;Bigleaf linden;232,5;0,0
27801;Bigleaf linden;232,5;0,0
27802;European hackberry;79,5;0,0
27805;Silver maple;134,1;0,0
27806;Silver maple;134,1;0,0
27807;Silver maple;177,5;0,0
27808;European hackberry;3,7;0,0
27810;Silver maple;177,5;0,0
27814;Littleleaf linden;232,5;0,0
27815;European hackberry;79,5;0,0
27816;Bigleaf linden;232,5;0,0
27817;European hackberry;79,5;0,0
27819;Norway maple;4,1;0,0
27822;Basswood spp;216,8;0,0
27823;Basswood spp;42,3;0,0
27825;Atlas cedar;2.694,1;0,0
27826;Atlas cedar;1.585,1;0,0
27828;Sycamore spp;159,4;0,0
27829;Sycamore spp;159,4;0,0
27832;European hackberry;79,5;0,0
27834;Southern catalpa;1.124,5;0,0
27836;Southern catalpa;1.124,5;0,0
27837;Sycamore spp;159,4;0,0
27838;European hackberry;521,6;0,0
27839;Sycamore spp;2.394,6;0,0
27840;Sycamore spp;159,4;0,0
27848;Horse chestnut;281,8;0,0
27849;Horse chestnut;53,3;0,0
27850;Horse chestnut;53,3;0,0
27851;Horse chestnut;281,8;0,0
27852;Horse chestnut;281,8;0,0
27853;Horse chestnut;281,8;0,0
27854;Horse chestnut;53,3;0,0
27855;Horse chestnut;281,8;0,0
27856;Horse chestnut;281,8;0,0
27858;Honeylocust;2.084,6;0,0
27859;Honeylocust;263,7;0,0
27860;Honeylocust;2.084,6;0,0
27861;Honeylocust;263,7;0,0
27865;European ash;46,4;0,0
27869;Hedge maple;4,1;0,0
27871;Hedge maple;4,1;0,0
27872;Hedge maple;4,1;0,0
27874;Honeylocust;910,5;0,0
27878;Honeylocust;263,7;0,0
27879;Honeylocust;263,7;0,0
27880;Honeylocust;263,7;0,0
27881;Honeylocust;51,6;0,0
27882;Honeylocust;263,7;0,0
27883;Honeylocust;263,7;0,0
27884;Honeylocust;263,7;0,0
27885;Honeylocust;910,5;0,0
27888;Honeylocust;263,7;0,0
27889;Honeylocust;263,7;0,0
27892;Honeylocust;263,7;0,0
27893;Honeylocust;263,7;0,0
27894;Honeylocust;263,7;0,0
27895;Honeylocust;2.084,6;0,0
27896;Honeylocust;263,7;0,0
27897;Honeylocust;263,7;0,0
27898;Honeylocust;263,7;0,0
27899;Honeylocust;910,5;0,0
27900;Honeylocust;263,7;0,0
27901;Honeylocust;263,7;0,0
27902;Honeylocust;263,7;0,0
27903;Honeylocust;51,6;0,0
27904;Honeylocust;263,7;0,0
27905;Honeylocust;263,7;0,0
27906;Honeylocust;51,6;0,0
27907;Honeylocust;263,7;0,0
27908;Honeylocust;263,7;0,0
27909;Honeylocust;263,7;0,0
27910;Honeylocust;910,5;0,0
27911;Honeylocust;910,5;0,0
27912;Honeylocust;263,7;0,0
27913;Honeylocust;263,7;0,0
27914;Honeylocust;910,5;0,0
27915;Littleleaf linden;45,3;0,0
27917;Littleleaf linden;45,3;0,0
27918;Littleleaf linden;232,5;0,0
27919;Littleleaf linden;232,5;0,0
27920;European hackberry;79,5;0,0
27922;Ash spp;3,2;0,0
27923;Ash spp;3,2;0,0
27925;Ash spp;3,2;0,0
27926;Ash spp;3,2;0,0
27927;Ash spp;3,2;0,0
27928;Ash spp;3,2;0,0
27930;Ash spp;3,2;0,0
27932;Ash spp;3,2;0,0
27937;Hedge maple;4,1;0,0
27938;Bigleaf linden;45,3;0,0
27940;Hedge maple;4,1;0,0
27944;Hedge maple;52,1;0,0
27950;Hedge maple;4,1;0,0
27958;Hedge maple;4,1;0,0
27961;Hedge maple;4,1;0,0
27965;Bigleaf linden;45,3;0,0
27966;Bigleaf linden;45,3;0,0
27967;Bigleaf linden;45,3;0,0
27971;Bigleaf linden;45,3;0,0
27972;Bigleaf linden;45,3;0,0
27977;Bigleaf linden;45,3;0,0
27980;Bigleaf linden;232,5;0,0
27981;Bigleaf linden;45,3;0,0
27982;Bigleaf linden;45,3;0,0
27983;Bigleaf linden;45,3;0,0
27984;Bigleaf linden;232,5;0,0
27986;Bigleaf linden;232,5;0,0
27987;Bigleaf linden;45,3;0,0
27988;Bigleaf linden;45,3;0,0
27989;Bigleaf linden;232,5;0,0
27991;Bigleaf linden;45,3;0,0
27992;Bigleaf linden;232,5;0,0
27993;Bigleaf linden;45,3;0,0
27994;Bigleaf linden;45,3;0,0
27995;Bigleaf linden;45,3;0,0
27996;Bigleaf linden;232,5;0,0
27997;Bigleaf linden;45,3;0,0
27998;Bigleaf linden;45,3;0,0
27999;Bigleaf linden;232,5;0,0
28000;Bigleaf linden;45,3;0,0
28001;Bigleaf linden;232,5;0,0
28002;Bigleaf linden;45,3;0,0
28003;Hop hornbeam;43,5;0,0
28004;Hedge maple;52,1;0,0
28006;Bigleaf linden;45,3;0,0
28007;Bigleaf linden;45,3;0,0
28008;Bigleaf linden;45,3;0,0
28009;Bigleaf linden;45,3;0,0
28012;Bigleaf linden;45,3;0,0
28017;Bigleaf linden;45,3;0,0
28018;Bigleaf linden;45,3;0,0
28020;Bigleaf linden;232,5;0,0
28027;Bigleaf linden;45,3;0,0
28030;European hackberry;190,6;0,0
28031;European hackberry;339,2;0,0
28032;European hackberry;190,6;0,0
28033;European hackberry;339,2;0,0
28034;European hackberry;190,6;0,0
28035;European hackberry;79,5;0,0
28036;European hackberry;79,5;0,0
28037;European hackberry;79,5;0,0
28038;European hackberry;79,5;0,0
28039;European hackberry;190,6;0,0
28045;European hornbeam;10,8;0,0
28055;Lombardy poplar;760,5;0,0
28056;Lombardy poplar;760,5;0,0
28057;Lombardy poplar;1.753,4;0,0
28058;Lombardy poplar;1.753,4;0,0
28059;Lombardy poplar;1.753,4;0,0
28062;Necklacepod spp;5,2;0,0
28064;Necklacepod spp;5,2;0,0
28077;Downy oak;115,7;0,0
28078;Downy oak;115,7;0,0
28079;Downy oak;2.396,0;0,0
28080;Downy oak;115,7;0,0
28084;Horse chestnut;281,8;0,0
28086;European hackberry;79,5;0,0
28087;European hackberry;79,5;0,0
28088;English oak;94,2;0,0
28090;English oak;362,3;0,0
28091;European hackberry;24,2;0,0
28095;English oak;362,3;0,0
28098;English oak;94,2;0,0
28100;Boxelder;219,6;0,0
28101;English oak;362,3;0,0
28115;English oak;362,3;0,0
28117;English oak;362,3;0,0
28129;Ash spp;205,0;0,0
28131;Basswood spp;216,8;0,0
28132;Ash spp;42,8;0,0
28134;Ash spp;213,8;0,0
28136;European hackberry;79,5;0,0
28137;Ash spp;205,0;0,0
28138;Ash spp;42,8;0,0
28139;Littleleaf linden;232,5;0,0
28145;Sycamore spp;159,4;0,0
28146;Sycamore spp;159,4;0,0
28147;Sycamore spp;159,4;0,0
28148;Sycamore spp;560,8;0,0
28150;European hackberry;79,5;0,0
28152;English oak;1.951,0;0,0
28155;Ash spp;213,8;0,0
28157;Deodar cedar;816,2;0,0
28159;European hackberry;190,6;0,0
28162;Basswood spp;216,8;0,0
28163;Arbol de judea;51,6;0,0
28164;Basswood spp;216,8;0,0
28166;Littleleaf linden;45,3;0,0
28167;Littleleaf linden;232,5;0,0
28169;Lombardy poplar;1.753,4;0,0
28170;Flowering ash;42,8;0,0
28171;Littleleaf linden;232,5;0,0
28172;European turkey oak;445,0;0,0
28174;European turkey oak;445,0;0,0
28177;European turkey oak;445,0;0,0
28178;English oak;362,3;0,0
28179;English oak;362,3;0,0
28181;Deodar cedar;293,6;0,0
28182;Deodar cedar;1.613,9;0,0
28184;Littleleaf linden;232,5;0,0
28185;Littleleaf linden;232,5;0,0
28186;European hackberry;79,5;0,0
28188;European hackberry;79,5;0,0
28189;European hackberry;79,5;0,0
28190;English oak;94,2;0,0
28192;Basswood spp;216,8;0,0
28194;Basswood spp;216,8;0,0
28197;English oak;362,3;0,0
28199;English oak;362,3;0,0
28204;Basswood spp;216,8;0,0
28208;Boxelder;46,2;0,0
28210;Basswood spp;216,8;0,0
28212;Sycamore maple;59,9;0,0
28213;Basswood spp;216,8;0,0
28218;English oak;94,2;0,0
28222;English oak;94,2;0,0
28225;English oak;362,3;0,0
28226;English oak;94,2;0,0
28227;Littleleaf linden;232,5;0,0
28230;English oak;362,3;0,0
28232;English oak;362,3;0,0
28233;English oak;94,2;0,0
28234;English oak;94,2;0,0
28236;Horse chestnut;53,3;0,0
28244;Littleleaf linden;232,5;0,0
28245;Elm spp;50,3;0,0
28246;English oak;3.221,9;0,0
28247;Paper mulberry;653,9;0,0
28249;Sycamore spp;159,4;0,0
28250;European hackberry;79,5;0,0
28253;Littleleaf linden;232,5;0,0
28257;Sycamore spp;159,4;0,0
28261;Japanese persimmon;31,9;0,0
28262;Japanese persimmon;31,9;0,0
28264;Japanese persimmon;198,9;0,0
28268;Tree of heaven;307,5;0,0
28272;Tree of heaven;300,1;0,0
28273;Ash spp;205,0;0,0
28275;Littleleaf linden;45,3;0,0
28276;Littleleaf linden;45,3;0,0
28277;Littleleaf linden;45,3;0,0
28282;Black locust;294,5;0,0
28288;Tree of heaven;300,1;0,0
28291;Downy oak;2.396,0;0,0
28297;Basswood spp;216,8;0,0
28298;Ash spp;205,0;0,0
28299;Basswood spp;216,8;0,0
28300;Tree of heaven;307,5;0,0
28301;Persian silk tree;228,5;0,0
28304;Ash spp;42,8;0,0
28305;Ash spp;42,8;0,0
28309;European hackberry;79,5;0,0
28311;Necklacepod spp;281,3;0,0
28313;European hackberry;79,5;0,0
28314;Boxelder;46,2;0,0
28315;European hackberry;79,5;0,0
28316;European hackberry;79,5;0,0
28317;Basswood spp;216,8;0,0
28318;European hackberry;79,5;0,0
28319;Flowering ash;42,8;0,0
28321;Necklacepod spp;281,3;0,0
28322;European hackberry;190,6;0,0
28323;European hackberry;79,5;0,0
28324;European hackberry;79,5;0,0
28327;European hackberry;79,5;0,0
28329;Boxelder;46,2;0,0
28331;Littleleaf linden;232,5;0,0
28332;European hackberry;79,5;0,0
28333;European hackberry;339,2;0,0
28334;Narrow-leafed ash;41,5;0,0
28335;European hackberry;190,6;0,0
28336;Flowering ash;205,0;0,0
28337;European hackberry;190,6;0,0
28350;Ash spp;42,8;0,0
28351;Ash spp;42,8;0,0
28355;Necklacepod spp;281,3;0,0
