Tree ID;Species Name;Carbon Storage (lb);% of Total
42921;Basswood spp;216,8;0,0
42922;Basswood spp;723,0;0,0
42923;Basswood spp;216,8;0,0
42928;Italian stone pine;528,5;0,0
42931;Basswood spp;1.598,6;0,0
42932;Basswood spp;723,0;0,0
42933;Basswood spp;1.598,6;0,0
42934;Basswood spp;216,8;0,0
42935;Basswood spp;1.598,6;0,0
42936;Basswood spp;216,8;0,0
42937;Basswood spp;216,8;0,0
42938;Basswood spp;216,8;0,0
42939;Basswood spp;216,8;0,0
42940;Basswood spp;216,8;0,0
42941;Basswood spp;216,8;0,0
42942;Basswood spp;216,8;0,0
42943;Basswood spp;216,8;0,0
42944;Basswood spp;216,8;0,0
42945;Basswood spp;216,8;0,0
42946;Basswood spp;1.598,6;0,0
42947;Basswood spp;1.598,6;0,0
42948;Basswood spp;216,8;0,0
42949;Basswood spp;723,0;0,0
42950;Basswood spp;216,8;0,0
42952;Arbol de judea;4,9;0,0
42954;Austrian pine;134,5;0,0
42955;Austrian pine;134,5;0,0
42957;Austrian pine;134,5;0,0
42959;Ginkgo;108,7;0,0
42960;European hackberry;79,5;0,0
42961;European hackberry;79,5;0,0
42962;European hackberry;79,5;0,0
42970;Necklacepod spp;2.223,5;0,0
42973;Basswood spp;216,8;0,0
42974;Basswood spp;216,8;0,0
42975;Basswood spp;216,8;0,0
42976;Basswood spp;216,8;0,0
42977;Basswood spp;216,8;0,0
42978;Basswood spp;216,8;0,0
42979;Basswood spp;216,8;0,0
42980;Bigleaf linden;1.714,2;0,0
42989;Italian stone pine;513,3;0,0
42991;Italian stone pine;513,3;0,0
42992;European hackberry;339,2;0,0
42993;European hackberry;521,6;0,0
42994;European hackberry;521,6;0,0
42995;Cherry laurel;78,2;0,0
42997;Arizona cypress;369,6;0,0
42999;European hackberry;735,6;0,0
43002;Norway maple;901,3;0,0
43003;Southern magnolia;260,9;0,0
43004;Atlas cedar;2.694,1;0,0
43005;European hackberry;521,6;0,0
43006;European hackberry;339,2;0,0
43007;European hackberry;339,2;0,0
43008;Sycamore spp;159,4;0,0
43009;Sycamore spp;159,4;0,0
43010;Sycamore spp;159,4;0,0
43011;Red Cedar spp;164,9;0,0
43012;European hackberry;339,2;0,0
43013;European hackberry;339,2;0,0
43014;European hackberry;339,2;0,0
43016;Common crapemyrtle;4,4;0,0
43017;European hackberry;521,6;0,0
43018;European hackberry;521,6;0,0
43020;European hackberry;339,2;0,0
43022;Italian stone pine;513,3;0,0
43023;European hackberry;24,2;0,0
43024;European hackberry;735,6;0,0
43025;European hackberry;339,2;0,0
43027;Tree of heaven;4,2;0,0
43028;Littleleaf linden;45,3;0,0
43031;White poplar;208,4;0,0
43037;Sycamore spp;1.288,3;0,0
43039;Black locust;2.327,8;0,0
43040;Black locust;2.327,8;0,0
43042;Black locust;2.327,8;0,0
43043;Narrow-leafed ash;207,4;0,0
43044;Narrow-leafed ash;207,4;0,0
43045;Narrow-leafed ash;207,4;0,0
43046;Narrow-leafed ash;207,4;0,0
43047;Narrow-leafed ash;659,0;0,0
43048;Necklacepod spp;281,3;0,0
43049;Necklacepod spp;2.223,5;0,0
43050;Necklacepod spp;281,3;0,0
43052;Necklacepod spp;971,2;0,0
43059;European hackberry;190,6;0,0
43060;European hackberry;190,6;0,0
43061;European hackberry;190,6;0,0
43062;European hackberry;190,6;0,0
43063;European hackberry;190,6;0,0
43064;European hackberry;339,2;0,0
43065;Arbol de judea;263,7;0,0
43066;European hackberry;339,2;0,0
43067;European filbert;8,2;0,0
43068;Basswood spp;216,8;0,0
43069;Basswood spp;216,8;0,0
43070;Basswood spp;216,8;0,0
43071;Basswood spp;216,8;0,0
43088;Hedge maple;271,9;0,0
43096;European hornbeam;10,8;0,0
43100;Oriental planetree;158,2;0,0
43101;Austrian pine;134,5;0,0
43103;Populus canescens;1.753,4;0,0
43106;White poplar;1.707,2;0,0
43107;White poplar;5.247,2;0,0
43116;Narrow-leafed ash;198,8;0,0
43117;Narrow-leafed ash;198,8;0,0
43118;Necklacepod spp;281,3;0,0
43121;Narrow-leafed ash;207,4;0,0
43122;European ash;222,2;0,0
43123;European ash;222,2;0,0
43124;Narrow-leafed ash;207,4;0,0
43125;White poplar;3.186,3;0,0
43126;Populus canescens;1.753,4;0,0
43127;Basswood spp;723,0;0,0
43128;Basswood spp;216,8;0,0
43129;Basswood spp;1.598,6;0,0
43130;Basswood spp;216,8;0,0
43132;Basswood spp;723,0;0,0
43135;Basswood spp;723,0;0,0
43136;Basswood spp;216,8;0,0
43137;Basswood spp;723,0;0,0
43138;Basswood spp;216,8;0,0
43140;White poplar;1.707,2;0,0
43144;Deodar cedar;2.694,1;0,0
43145;Deodar cedar;816,2;0,0
43146;Deodar cedar;279,2;0,0
43149;Sycamore spp;560,8;0,0
43150;Oriental planetree;556,4;0,0
43167;Cottonwood spp;38,4;0,0
43184;Basswood spp;723,0;0,0
43185;Basswood spp;216,8;0,0
43186;Basswood spp;723,0;0,0
43187;Basswood spp;723,0;0,0
43188;Basswood spp;723,0;0,0
43189;Basswood spp;216,8;0,0
43190;Basswood spp;723,0;0,0
43191;Basswood spp;723,0;0,0
43193;Hedge maple;4,1;0,0
43194;Hedge maple;4,1;0,0
43197;Hedge maple;4,1;0,0
43198;Hedge maple;4,1;0,0
43201;Silver maple;219,1;0,0
43202;Austrian pine;128,8;0,0
43203;Austrian pine;128,8;0,0
43204;Austrian pine;134,5;0,0
43205;Austrian pine;25,8;0,0
43207;Black locust;4.342,8;0,0
43209;Silver maple;92,3;0,0
43210;Basswood spp;3,2;0,0
43211;Basswood spp;3,2;0,0
43212;Basswood spp;3,2;0,0
43213;Basswood spp;3,2;0,0
43214;Basswood spp;3,2;0,0
43215;Basswood spp;3,2;0,0
43216;Basswood spp;3,2;0,0
43217;Northern red oak;3,7;0,0
43218;Northern red oak;3,7;0,0
43223;Osage orange;3.863,8;0,0
43224;Osage orange;1.713,7;0,0
43225;Osage orange;498,7;0,0
43226;Osage orange;93,4;0,0
43227;Osage orange;498,7;0,0
43228;Osage orange;1.713,7;0,0
43231;Black poplar;208,4;0,0
43238;Necklacepod spp;281,3;0,0
43239;Necklacepod spp;281,3;0,0
43240;Necklacepod spp;281,3;0,0
43241;Necklacepod spp;281,3;0,0
43242;Necklacepod spp;281,3;0,0
43243;Necklacepod spp;281,3;0,0
43244;Necklacepod spp;281,3;0,0
43245;Horse chestnut;281,8;0,0
43246;Horse chestnut;281,8;0,0
43247;Horse chestnut;281,8;0,0
43248;Horse chestnut;50,5;0,0
43250;White poplar Pyramidalis;3.272,5;0,0
43251;White poplar;1.707,2;0,0
43252;White poplar;208,4;0,0
43253;White poplar;1.707,2;0,0
43254;White poplar;740,5;0,0
43257;White poplar;740,5;0,0
43258;White poplar;1.707,2;0,0
43259;White poplar;740,5;0,0
43260;White poplar;1.707,2;0,0
43261;White poplar;1.707,2;0,0
43262;White poplar;1.707,2;0,0
43265;Horse chestnut;272,7;0,0
43267;European ash;3,5;0,0
43269;European ash;46,4;0,0
43270;European ash;222,2;0,0
43271;European ash;222,2;0,0
43272;European ash;1.547,1;0,0
43273;European ash;222,2;0,0
43274;European ash;46,4;0,0
43285;White mulberry;1.240,1;0,0
43292;Littleleaf linden;232,5;0,0
43293;Littleleaf linden;232,5;0,0
43294;Littleleaf linden;45,3;0,0
43295;Littleleaf linden;45,3;0,0
43296;Littleleaf linden;45,3;0,0
43298;Littleleaf linden;45,3;0,0
43299;Apricot;1.762,0;0,0
43302;Littleleaf linden;45,3;0,0
43303;Littleleaf linden;232,5;0,0
43304;Littleleaf linden;1.714,2;0,0
43305;Littleleaf linden;45,3;0,0
43311;Populus canescens;1.753,4;0,0
43320;European hackberry;79,5;0,0
43321;European hackberry;79,5;0,0
43322;European hackberry;339,2;0,0
43323;European hackberry;339,2;0,0
43324;European hackberry;79,5;0,0
43325;European hackberry;190,6;0,0
43328;Scots pine;190,6;0,0
43331;European hackberry;79,5;0,0
43332;European hackberry;24,2;0,0
43333;European hackberry;339,2;0,0
43335;Hedge maple;271,9;0,0
43336;Hedge maple;271,9;0,0
43338;Hedge maple;271,9;0,0
43340;Hedge maple;271,9;0,0
43341;Hedge maple;271,9;0,0
43342;Populus canescens;3.272,5;0,0
43351;Populus canescens;1.753,4;0,0
43352;Populus canescens;1.753,4;0,0
43353;Populus canescens;3.272,5;0,0
43354;Arbol de judea;4,9;0,0
43355;Sycamore spp;1.288,3;0,0
43356;Sycamore spp;1.288,3;0,0
43357;Sycamore spp;1.288,3;0,0
43358;Sycamore spp;1.288,3;0,0
43359;Sycamore spp;1.288,3;0,0
43363;Basswood spp;216,8;0,0
43364;Sweet cherry;351,0;0,0
43366;Populus canescens;3.272,5;0,0
43368;Populus canescens;3.272,5;0,0
43369;Populus canescens;5.389,2;0,0
43370;Ash spp;222,9;0,0
43372;Ash spp;213,8;0,0
43373;Ash spp;42,8;0,0
43374;Ash spp;222,9;0,0
43375;Ash spp;213,8;0,0
43378;Sycamore spp;1.288,3;0,0
43379;Sycamore spp;159,4;0,0
43380;Sycamore spp;159,4;0,0
43381;Sycamore spp;560,8;0,0
43382;Norway maple;284,3;0,0
43383;Sycamore spp;159,4;0,0
43384;Populus canescens;1.753,4;0,0
43386;Sycamore spp;29,7;0,0
43393;Lombardy poplar;1.753,4;0,0
43397;Mulberry spp;2.643,6;0,0
43399;Horse chestnut;984,0;0,0
43404;Ash spp;42,8;0,0
43406;European ash;46,4;0,0
43408;European ash;222,2;0,0
43409;European ash;222,2;0,0
43414;European ash;46,4;0,0
43417;Ash spp;42,8;0,0
43418;European ash;222,2;0,0
43425;Flowering ash;3,8;0,0
43427;Flowering ash;3,2;0,0
43430;Flowering ash;3,8;0,0
43432;Flowering ash;42,8;0,0
43436;Flowering ash;3,2;0,0
43438;Flowering ash;42,8;0,0
43440;Flowering ash;3,2;0,0
43441;Flowering ash;3,2;0,0
43452;Ash spp;205,0;0,0
43453;Ash spp;205,0;0,0
43454;Ash spp;205,0;0,0
43455;Ash spp;42,8;0,0
43456;European ash;3,5;0,0
43457;Ash spp;42,8;0,0
43463;Flowering ash;3,2;0,0
43464;Flowering ash;3,2;0,0
43466;Flowering ash;3,2;0,0
43468;Flowering ash;3,2;0,0
43472;European ash;46,4;0,0
43473;Flowering ash;3,2;0,0
43475;Hedge maple;271,9;0,0
43481;Black poplar;3.186,3;0,0
43484;Atlas cedar;1.542,5;0,0
43486;Boxelder;4,0;0,0
43489;Atlas cedar;1.542,5;0,0
43491;Basswood spp;723,0;0,0
43492;Basswood spp;216,8;0,0
43493;Basswood spp;216,8;0,0
43496;Italian stone pine;1.150,6;0,0
43497;Boxelder;728,0;0,0
43498;Boxelder;728,0;0,0
43506;Silver linden;2,6;0,0
43508;Common pear;60,8;0,0
43514;Italian alder;52,5;0,0
43518;Hedge maple;4,1;0,0
43519;Hedge maple;4,1;0,0
43529;Littleleaf linden;45,3;0,0
43545;Arbol de judea;4,9;0,0
43546;Arbol de judea;4,9;0,0
43547;Arbol de judea;4,9;0,0
43548;Arbol de judea;4,9;0,0
43549;Arbol de judea;4,9;0,0
43550;Arbol de judea;4,9;0,0
43553;Arbol de judea;4,9;0,0
43555;Sweet cherry;64,9;0,0
43558;Ash spp;3,2;0,0
43559;Ash spp;3,2;0,0
43560;Ash spp;3,2;0,0
43561;Norway spruce;12,7;0,0
43562;Hedge maple;4,1;0,0
43564;Boxelder;4,0;0,0
43565;Hedge maple;4,1;0,0
43566;Cottonwood spp;1.753,4;0,0
43567;Horse chestnut;3,6;0,0
43570;Horse chestnut;3,6;0,0
43573;European ash;3,5;0,0
43574;European ash;3,5;0,0
43575;European ash;3,5;0,0
43577;European hackberry;79,5;0,0
43578;Basswood spp;216,8;0,0
43586;Basswood spp;42,3;0,0
43587;Basswood spp;216,8;0,0
43592;Basswood spp;216,8;0,0
43593;Basswood spp;216,8;0,0
43594;Basswood spp;216,8;0,0
43595;Basswood spp;216,8;0,0
43598;Black locust;5,4;0,0
43599;Basswood spp;216,8;0,0
43600;Basswood spp;42,3;0,0
43601;Basswood spp;42,3;0,0
43612;Mulberry spp;4,5;0,0
43613;English oak;14,8;0,0
43615;European ash;3,5;0,0
43616;Ash spp;3,2;0,0
43620;English oak;14,8;0,0
43621;English oak;14,8;0,0
43622;English oak;14,8;0,0
43623;English oak;14,8;0,0
43625;English oak;14,8;0,0
43627;European ash;3,5;0,0
43629;English oak;14,8;0,0
43630;English oak;14,8;0,0
43632;English oak;14,8;0,0
43633;Ash spp;3,2;0,0
43634;European ash;3,5;0,0
43635;European ash;3,5;0,0
43636;European ash;3,5;0,0
43637;European ash;3,5;0,0
43638;Ash spp;3,2;0,0
43639;European ash;3,5;0,0
43640;Ash spp;3,2;0,0
43641;Ash spp;3,2;0,0
43642;European ash;3,5;0,0
43643;European ash;3,5;0,0
43647;European ash;3,5;0,0
43648;European ash;3,5;0,0
43651;European ash;3,5;0,0
43654;European ash;3,5;0,0
43666;Wych elm;3,6;0,0
43669;Sycamore spp;159,4;0,0
43670;Sycamore spp;1.288,3;0,0
43671;Sycamore spp;1.288,3;0,0
43672;Sycamore spp;1.288,3;0,0
43673;Sycamore spp;2.394,6;0,0
43674;Sycamore spp;159,4;0,0
43675;Sycamore spp;1.288,3;0,0
43676;Sycamore spp;159,4;0,0
43677;Sycamore spp;1.288,3;0,0
43678;Sycamore spp;560,8;0,0
43679;Sycamore spp;159,4;0,0
43680;Sycamore spp;1.288,3;0,0
43681;Sycamore spp;159,4;0,0
43682;Sycamore spp;159,4;0,0
43683;Sycamore spp;159,4;0,0
43684;Sycamore spp;159,4;0,0
43685;Horse chestnut;281,8;0,0
43688;Holly oak;6,9;0,0
43689;Holly oak;6,9;0,0
43697;English oak;94,2;0,0
43698;English oak;94,2;0,0
43700;Ash spp;213,8;0,0
43701;Ash spp;45,5;0,0
43702;Ash spp;213,8;0,0
43703;Ash spp;45,5;0,0
43704;Ash spp;213,8;0,0
43705;Ash spp;222,9;0,0
43706;Ash spp;213,8;0,0
43707;Ash spp;45,5;0,0
43711;Lombardy poplar;1.753,4;0,0
43712;Lombardy poplar;214,1;0,0
43714;Black poplar;37,4;0,0
43716;Lombardy poplar;1.753,4;0,0
43717;Lombardy poplar;760,5;0,0
43718;Common plum;5,3;0,0
43722;Lombardy poplar;760,5;0,0
43723;Lombardy poplar;1.753,4;0,0
43728;Black poplar;1.707,2;0,0
43729;Black poplar;1.707,2;0,0
43730;Lombardy poplar;760,5;0,0
43731;English walnut;55,9;0,0
43733;Populus canescens;1.753,4;0,0
43735;Deodar cedar;1.613,9;0,0
43736;Blue atlas cedar;293,6;0,0
43738;Blue atlas cedar;1.613,9;0,0
43739;Arizona cypress;369,6;0,0
43759;Basswood spp;216,8;0,0
43760;Basswood spp;216,8;0,0
43761;Basswood spp;216,8;0,0
43762;Basswood spp;216,8;0,0
43763;Basswood spp;723,0;0,0
43765;Basswood spp;723,0;0,0
43766;Basswood spp;723,0;0,0
43767;Basswood spp;723,0;0,0
43768;Basswood spp;723,0;0,0
43772;Basswood spp;723,0;0,0
43773;Basswood spp;216,8;0,0
43774;Basswood spp;723,0;0,0
43775;Basswood spp;216,8;0,0
43776;Basswood spp;723,0;0,0
43777;Basswood spp;723,0;0,0
43787;Basswood spp;723,0;0,0
43788;Basswood spp;216,8;0,0
43789;Basswood spp;723,0;0,0
43790;Basswood spp;723,0;0,0
43791;Basswood spp;723,0;0,0
43793;Basswood spp;723,0;0,0
43794;Basswood spp;723,0;0,0
43795;Basswood spp;1.598,6;0,0
43796;Basswood spp;216,8;0,0
43797;Basswood spp;723,0;0,0
43798;Basswood spp;723,0;0,0
43799;Basswood spp;723,0;0,0
43800;Basswood spp;723,0;0,0
43801;Basswood spp;723,0;0,0
43802;Basswood spp;723,0;0,0
43803;Basswood spp;723,0;0,0
43804;Basswood spp;723,0;0,0
43805;Basswood spp;723,0;0,0
43806;Basswood spp;723,0;0,0
43807;Basswood spp;216,8;0,0
43808;Basswood spp;216,8;0,0
43810;Ash spp;3,8;0,0
43812;Ash spp;3,2;0,0
43814;Ash spp;3,2;0,0
43817;Hop hornbeam;3,0;0,0
43818;Ash spp;3,8;0,0
43820;Hop hornbeam;3,0;0,0
43822;Hop hornbeam;3,0;0,0
43825;Ash spp;3,2;0,0
43826;Ash spp;3,8;0,0
43827;Hop hornbeam;3,0;0,0
43829;Ash spp;3,2;0,0
43830;Ash spp;3,2;0,0
43832;Ash spp;3,2;0,0
43833;Hop hornbeam;3,0;0,0
43834;Hop hornbeam;3,0;0,0
43835;Hop hornbeam;3,0;0,0
43836;Hop hornbeam;3,0;0,0
43838;Ash spp;1.463,5;0,0
43839;Ash spp;205,0;0,0
43840;Ash spp;205,0;0,0
43841;Atlas cedar;1.585,1;0,0
43842;Atlas cedar;1.613,9;0,0
43843;Atlas cedar;1.585,1;0,0
43844;Atlas cedar;1.585,1;0,0
43851;Lombardy poplar;760,5;0,0
43854;Austrian pine;134,5;0,0
43855;Austrian pine;134,5;0,0
43856;Austrian pine;25,8;0,0
43859;Lombardy poplar;1.753,4;0,0
43860;English oak;14,8;0,0
43861;English oak;14,8;0,0
43864;Ash spp;3,2;0,0
43866;Ash spp;3,2;0,0
43868;Norway maple;4,1;0,0
43869;Basswood spp;216,8;0,0
43870;Basswood spp;216,8;0,0
43871;Basswood spp;42,3;0,0
43872;English oak;14,8;0,0
43873;English oak;14,8;0,0
43875;Norway maple;4,9;0,0
43877;Norway maple;4,9;0,0
43878;Ash spp;42,8;0,0
43881;Sycamore spp;2,2;0,0
43882;Populus canescens;1.753,4;0,0
43884;Populus canescens;1.753,4;0,0
43886;Populus canescens;1.753,4;0,0
43889;Ash spp;3,8;0,0
43890;Ash spp;3,2;0,0
43893;English oak;94,2;0,0
43895;Norway maple;57,2;0,0
43897;Norway maple;52,1;0,0
43898;Norway maple;52,1;0,0
43901;Hedge maple;4,1;0,0
43902;Norway maple;4,1;0,0
43903;Hedge maple;4,1;0,0
43904;Hedge maple;4,1;0,0
43911;Downy oak;115,7;0,0
43912;Sweet cherry;64,9;0,0
43934;Hedge maple;4,1;0,0
43940;Hedge maple;4,1;0,0
43941;Hedge maple;4,1;0,0
43942;Hedge maple;4,1;0,0
43943;Hedge maple;4,1;0,0
43944;Hedge maple;4,1;0,0
43945;Hedge maple;4,1;0,0
43947;Hedge maple;4,1;0,0
43948;Hedge maple;4,1;0,0
43949;Hedge maple;4,1;0,0
43950;Hedge maple;4,1;0,0
43951;Hedge maple;4,1;0,0
43952;Hedge maple;4,1;0,0
43953;Hedge maple;4,1;0,0
43954;Hedge maple;4,1;0,0
43955;Hedge maple;4,9;0,0
43956;Hedge maple;4,1;0,0
43957;Hedge maple;4,1;0,0
43958;Hedge maple;4,1;0,0
43959;Hedge maple;4,1;0,0
43960;Hedge maple;4,1;0,0
43961;Hedge maple;4,1;0,0
43981;Tree of heaven;293,1;0,0
43982;Boxelder;219,6;0,0
43985;Deodar cedar;4.004,7;0,0
43988;Tree of heaven;293,1;0,0
43990;Sycamore spp;159,4;0,0
43991;Sycamore spp;159,4;0,0
43993;English walnut;301,4;0,0
43994;Sycamore spp;159,4;0,0
44002;Silver maple;92,3;0,0
44004;Tree of heaven;7.391,8;0,0
44005;Lombardy poplar;1.753,4;0,0
44007;Lombardy poplar;1.753,4;0,0
44008;Black poplar;1.707,2;0,0
44010;Hedge maple;57,2;0,0
44012;Hedge maple;57,2;0,0
44014;Hedge maple;4,9;0,0
44015;Hedge maple;57,2;0,0
44017;Arbol de judea;263,7;0,0
44020;Sycamore spp;159,4;0,0
44021;Sycamore spp;29,7;0,0
44022;Sycamore spp;159,4;0,0
44023;Sycamore spp;159,4;0,0
44024;Sycamore spp;159,4;0,0
44025;Sycamore spp;29,7;0,0
44026;Sycamore spp;159,4;0,0
44027;Boxelder;219,6;0,0
44030;Boxelder;219,6;0,0
44031;Boxelder;46,2;0,0
44032;Black poplar;3.186,3;0,0
44051;Sycamore spp;2.394,6;0,0
44052;Sycamore spp;560,8;0,0
44053;Sycamore spp;1.288,3;0,0
44054;Sycamore spp;1.288,3;0,0
44055;Sycamore spp;2.394,6;0,0
44056;Sycamore spp;1.288,3;0,0
44057;Sycamore spp;1.288,3;0,0
44058;Sycamore spp;1.288,3;0,0
44059;Sycamore spp;1.288,3;0,0
44064;English yew;725,6;0,0
44077;Boxelder;1.567,6;0,0
44078;Black locust;294,5;0,0
44079;Black locust;294,5;0,0
44080;Deodar cedar;1.542,5;0,0
44081;Deodar cedar;284,8;0,0
44084;Populus canescens;1.753,4;0,0
44087;Downy oak;5.907,8;0,0
44098;Black locust;294,5;0,0
44103;Ash spp;213,8;0,0
44104;Ash spp;42,8;0,0
44106;European ash;46,4;0,0
44107;Narrow-leafed ash;207,4;0,0
44108;European ash;222,2;0,0
44120;Black locust;2.327,8;0,0
44123;Black locust;294,5;0,0
44124;Loquat tree;4,7;0,0
44135;Ash spp;213,8;0,0
44136;Loquat tree;4,7;0,0
44137;Deodar cedar;816,2;0,0
44139;Black poplar;3.186,3;0,0
44140;Black poplar;5.247,2;0,0
44141;Boxelder;240,0;0,0
44142;Deodar cedar;293,6;0,0
44143;Windmill palm;27,2;0,0
44144;Paper mulberry;190,3;0,0
44145;Southern magnolia;2.028,6;0,0
44146;Boxelder;1.611,1;0,0
44148;Black locust;2.327,8;0,0
44151;Robinia spp;2.327,8;0,0
44154;Red Cedar spp;5,7;0,0
44156;Boxelder;1.567,6;0,0
44157;Bigleaf linden;232,5;0,0
44158;Bigleaf linden;232,5;0,0
44159;Bigleaf linden;232,5;0,0
44160;Bigleaf linden;232,5;0,0
44166;Black locust;294,5;0,0
44169;Sycamore spp;1.288,3;0,0
44170;Sycamore spp;1.288,3;0,0
44171;Sycamore spp;1.288,3;0,0
44172;Sycamore spp;1.288,3;0,0
44173;Sycamore spp;1.288,3;0,0
44174;Sycamore spp;1.288,3;0,0
44175;Sycamore spp;1.288,3;0,0
44176;Sycamore spp;159,4;0,0
44177;Basswood spp;216,8;0,0
44178;Basswood spp;216,8;0,0
44180;Basswood spp;216,8;0,0
44181;Basswood spp;216,8;0,0
44182;Basswood spp;216,8;0,0
44183;Basswood spp;216,8;0,0
44184;Sycamore spp;3.918,1;0,0
44185;Sycamore spp;1.288,3;0,0
44187;Sycamore spp;1.288,3;0,0
44188;English oak;1.951,0;0,0
44190;English oak;94,2;0,0
44200;Elm spp;3,6;0,0
44201;Elm spp;3,6;0,0
44205;Norway maple;57,2;0,0
44207;Norway maple;4,9;0,0
44209;Norway maple;57,2;0,0
44212;Norway maple;57,2;0,0
44213;Ash spp;3,2;0,0
44215;European ash;3,5;0,0
44217;Ash spp;3,2;0,0
44218;European ash;3,5;0,0
44219;Hedge maple;4,1;0,0
44220;Hedge maple;4,1;0,0
44221;Hedge maple;4,1;0,0
44222;Hedge maple;4,1;0,0
44223;Hedge maple;4,1;0,0
44226;English oak;14,8;0,0
44227;English oak;14,8;0,0
44229;English oak;14,8;0,0
44231;English oak;14,8;0,0
44232;English oak;14,8;0,0
44234;English oak;14,8;0,0
44237;European ash;3,5;0,0
44238;Ash spp;3,2;0,0
44241;European ash;3,5;0,0
44243;European ash;46,4;0,0
44246;Elm spp;3,6;0,0
44248;Elm spp;3,6;0,0
44251;Elm spp;50,3;0,0
44254;Elm spp;3,6;0,0
44256;Elm spp;3,6;0,0
44258;White willow;1.365,8;0,0
44259;English oak;14,8;0,0
44263;English oak;14,8;0,0
44264;Elm spp;3,6;0,0
44265;Elm spp;3,6;0,0
44267;Mulberry spp;63,9;0,0
44272;Norway maple;57,2;0,0
44275;Norway maple;57,2;0,0
44276;Basswood spp;216,8;0,0
44278;Basswood spp;216,8;0,0
44279;Basswood spp;216,8;0,0
44280;Basswood spp;216,8;0,0
44281;Basswood spp;216,8;0,0
44282;Basswood spp;216,8;0,0
44283;Basswood spp;216,8;0,0
44284;Basswood spp;216,8;0,0
44285;Basswood spp;216,8;0,0
44286;Basswood spp;216,8;0,0
44287;Basswood spp;216,8;0,0
44288;Basswood spp;216,8;0,0
44289;Basswood spp;216,8;0,0
44290;Basswood spp;216,8;0,0
44291;Basswood spp;216,8;0,0
44292;Basswood spp;216,8;0,0
44293;Austrian pine;25,8;0,0
44294;Eastern white pine;25,3;0,0
44295;Austrian pine;25,8;0,0
44296;Austrian pine;25,8;0,0
44304;English oak;94,2;0,0
44308;English oak;94,2;0,0
44309;Black mulberry;4,5;0,0
44310;Black mulberry;341,2;0,0
44311;Mulberry spp;63,9;0,0
44313;Black mulberry;341,2;0,0
44314;White mulberry;360,9;0,0
44315;Arizona cypress;2.029,9;0,0
44316;Silver maple;563,1;0,0
44317;Silver maple;563,1;0,0
44318;Silver maple;92,3;0,0
44321;Silver maple;92,3;0,0
44323;Silver maple;92,3;0,0
44325;Silver maple;92,3;0,0
44326;Silver maple;92,3;0,0
44327;Silver maple;92,3;0,0
44328;Silver maple;563,1;0,0
44334;Sycamore maple;4,1;0,0
44340;White mulberry;4,8;0,0
44342;Norway maple;4,9;0,0
44345;Norway maple;4,1;0,0
44346;Northern red oak;53,5;0,0
44348;English oak;14,8;0,0
44349;Ash spp;205,0;0,0
44350;Mulberry spp;341,2;0,0
44360;English walnut;3,6;0,0
44370;Lombardy poplar;760,5;0,0
44371;Horse chestnut;281,8;0,0
44373;European hackberry;79,5;0,0
44376;Northern red oak;53,5;0,0
44384;Basswood spp;216,8;0,0
44385;Northern red oak;2.258,4;0,0
44386;Deodar cedar;1.613,9;0,0
44389;Bigleaf linden;232,5;0,0
44390;Bay laurel;10,3;0,0
44393;Northern red oak;53,5;0,0
44394;Northern red oak;288,3;0,0
44397;Deodar cedar;775,2;0,0
44401;Sycamore spp;1.288,3;0,0
44403;Flowering ash;3,2;0,0
44409;Ash spp;42,8;0,0
44417;Flowering ash;3,2;0,0
44418;Flowering ash;3,8;0,0
44421;Flowering ash;3,2;0,0
44424;Flowering ash;3,8;0,0
44427;Ash spp;3,2;0,0
44442;Horse chestnut;1.000,2;0,0
44443;Horse chestnut;2.291,6;0,0
44446;Horse chestnut;2.291,6;0,0
44450;Horse chestnut;281,8;0,0
44451;Horse chestnut;2.291,6;0,0
44452;Horse chestnut;1.000,2;0,0
44453;Horse chestnut;2.291,6;0,0
44471;Horse chestnut;1.000,2;0,0
44472;Horse chestnut;2.291,6;0,0
44474;Horse chestnut;2.291,6;0,0
44475;Horse chestnut;288,6;0,0
44477;Horse chestnut;2.291,6;0,0
44479;Horse chestnut;281,8;0,0
44483;Horse chestnut;2.291,6;0,0
44487;Horse chestnut;281,8;0,0
44490;Horse chestnut;288,6;0,0
44491;Horse chestnut;1.000,2;0,0
44492;Horse chestnut;2.291,6;0,0
44493;Horse chestnut;288,6;0,0
44495;Horse chestnut;2.321,2;0,0
44499;Horse chestnut;281,8;0,0
44500;Horse chestnut;2.291,6;0,0
44501;Horse chestnut;1.000,2;0,0
44502;Horse chestnut;288,6;0,0
44503;Horse chestnut;281,8;0,0
44505;Horse chestnut;2.321,2;0,0
44507;Horse chestnut;3,6;0,0
44508;Horse chestnut;2.321,2;0,0
44509;Horse chestnut;2.291,6;0,0
44510;Horse chestnut;288,6;0,0
44511;Horse chestnut;2.291,6;0,0
44515;Horse chestnut;1.000,2;0,0
44516;Horse chestnut;288,6;0,0
44517;Horse chestnut;288,6;0,0
44537;Horse chestnut;2.291,6;0,0
44539;Horse chestnut;288,6;0,0
44540;Horse chestnut;2.291,6;0,0
44541;Horse chestnut;2.291,6;0,0
44542;Horse chestnut;4.274,6;0,0
44543;Horse chestnut;2.291,6;0,0
44547;Hedge maple;4,1;0,0
44549;Horse chestnut;3,6;0,0
44550;Red horsechestnut;3,4;0,0
44551;Horse chestnut;288,6;0,0
